水 永 0.6 氷 0.6 尿 0.571429 入 0.5 扱 0.5 小 0.5 尺 0.5 匁 0.5 父 0.5 八 0.5
傷 働 0.769231 腸 0.769231 場 0.692308 揚 0.692308 湯 0.692308 陽 0.692308 彰 0.642857 易 0.615385 動 0.615385 便 0.615385
猶 酒 0.666667 音 0.583333 猫 0.583333 省 0.583333 皆 0.5 留 0.5 番 0.5 相 0.5 西 0.5 棚 0.5
町 田 0.714286 由 0.714286 早 0.714286 男 0.714286 卑 0.666667 画 0.625 具 0.625 財 0.6 畔 0.6 日 0.571429
頼 頭 0.875 瀬 0.842105 類 0.722222 傾 0.6875 頑 0.6875 煩 0.6875 順 0.6875 貴 0.6875 願 0.631579 植 0.625
弾 単 0.75 禅 0.692308 章 0.666667 草 0.583333 巣 0.583333 軍 0.583333 庫 0.583333 車 0.583333 揮 0.583333 障 0.571429
所 啓 0.636364 尾 0.625 折 0.625 析 0.625 戻 0.625 塀 0.583333 肩 0.5 坪 0.5 祈 0.5 枠 0.5
旅 族 0.818182 放 0.8 旋 0.727273 施 0.7 床 0.7 倣 0.6 派 0.6 林 0.6 来 0.6 案 0.6
凍 東 0.8 陳 0.727273 巣 0.727273 更 0.7 便 0.7 漠 0.692308 棟 0.666667 練 0.642857 漸 0.642857 菓 0.636364
桜 妥 0.7 楼 0.692308 枚 0.6 桃 0.6 秋 0.6 校 0.6 柱 0.6 述 0.6 杉 0.6 析 0.6
鏡 鐘 0.85 鎖 0.789474 錯 0.736842 境 0.736842 鋭 0.684211 錬 0.684211 銃 0.631579 錠 0.631579 銑 0.631579 鎮 0.631579
監 濫 0.833333 艦 0.714286 堅 0.666667 鑑 0.652174 覧 0.588235 臨 0.555556 壁 0.5 睡 0.466667 距 0.466667 臣 0.466667
酢 酷 0.785714 酪 0.769231 酔 0.75 昨 0.75 酬 0.692308 酌 0.666667 配 0.666667 卑 0.583333 車 0.583333 軌 0.583333
学 浮 0.7 字 0.625 労 0.625 栄 0.555556 存 0.5 好 0.5 注 0.5 沈 0.5 受 0.5 蛍 0.454545
臭 具 0.777778 泉 0.777778 真 0.7 夏 0.7 更 0.666667 映 0.666667 自 0.666667 貝 0.666667 果 0.666667 東 0.666667
込 返 0.714286 令 0.6 辺 0.6 迎 0.571429 近 0.571429 巡 0.5 迭 0.5 迅 0.5 透 0.5 途 0.5
詰 語 0.928571 諾 0.866667 調 0.866667 詞 0.846154 話 0.846154 詩 0.769231 詔 0.769231 詐 0.769231 諸 0.733333 誌 0.714286
襲 脹 0.5 裏 0.454545 敵 0.454545 彰 0.454545 譲 0.409091 醸 0.409091 韻 0.409091 散 0.409091 歓 0.409091 望 0.409091
践 跡 0.769231 跳 0.692308 銭 0.571429 路 0.538462 桟 0.538462 咲 0.538462 賊 0.538462 距 0.538462 嚇 0.529412 踊 0.5
郷 郎 0.727273 廊 0.666667 響 0.55 即 0.545455 飼 0.384615 慨 0.384615 節 0.384615 飾 0.384615 館 0.375 食 0.363636
培 若 0.727273 坪 0.727273 倍 0.727273 陪 0.727273 塔 0.666667 喜 0.666667 嫡 0.642857 摘 0.642857 境 0.642857 苦 0.636364
陸 陵 0.727273 陛 0.727273 佳 0.636364 堕 0.583333 隆 0.545455 佐 0.545455 差 0.545455 墜 0.533333 粧 0.5 隣 0.5
持 特 0.8 掛 0.727273 拷 0.666667 拝 0.666667 待 0.666667 侍 0.666667 寺 0.666667 拡 0.666667 封 0.666667 振 0.6
技 抜 0.857143 披 0.75 投 0.714286 扶 0.714286 枝 0.625 抹 0.625 捜 0.6 択 0.571429 支 0.571429 扱 0.571429
憂 優 0.882353 愛 0.666667 慶 0.533333 恥 0.533333 思 0.466667 恐 0.466667 夏 0.466667 息 0.466667 恵 0.466667 腹 0.4
載 責 0.769231 貢 0.692308 菓 0.692308 彰 0.642857 黄 0.615385 草 0.615385 堤 0.615385 煮 0.615385 庫 0.615385 項 0.615385
予 双 0.5 多 0.5 列 0.5 序 0.428571 氷 0.4 外 0.4 矛 0.4 例 0.375 死 0.333333 守 0.333333
越 裁 0.666667 赴 0.666667 茂 0.666667 栽 0.583333 起 0.583333 超 0.583333 茶 0.583333 走 0.583333 載 0.538462 戒 0.5
吏 束 0.857143 史 0.833333 使 0.75 豆 0.714286 克 0.714286 哀 0.666667 故 0.666667 木 0.666667 衷 0.666667 可 0.666667
笑 符 0.727273 答 0.666667 策 0.666667 第 0.636364 築 0.625 狭 0.6 筋 0.583333 筒 0.583333 等 0.583333 筆 0.583333
耗 析 0.6 秩 0.6 枠 0.6 耕 0.6 枚 0.6 粋 0.6 断 0.545455 術 0.545455 許 0.545455 新 0.538462
辞 避 0.625 壁 0.625 評 0.615385 南 0.615385 幸 0.615385 宰 0.615385 癖 0.611111 謡 0.5625 幹 0.538462 群 0.538462
加 召 1 石 0.8 司 0.8 如 0.666667 后 0.666667 招 0.625 沼 0.625 句 0.6 右 0.6 占 0.6
貴 員 0.833333 遺 0.8 賃 0.769231 貫 0.75 買 0.75 貢 0.75 噴 0.733333 慣 0.714286 債 0.692308 頭 0.6875
雲 曇 0.75 霊 0.733333 雰 0.666667 雪 0.666667 震 0.666667 需 0.642857 電 0.615385 零 0.615385 雷 0.615385 霜 0.588235
簿 薄 0.631579 等 0.578947 縛 0.526316 算 0.526316 符 0.526316 範 0.526316 簡 0.473684 箱 0.473684 博 0.473684 節 0.473684
年 缶 0.833333 羊 0.666667 生 0.666667 牛 0.666667 仕 0.666667 午 0.666667 乗 0.666667 全 0.666667 舎 0.625 垂 0.625
故 敬 0.75 枚 0.666667 吏 0.666667 攻 0.666667 吹 0.666667 政 0.666667 哀 0.666667 衷 0.666667 戻 0.666667 克 0.666667
蓄 畜 0.769231 昔 0.615385 苗 0.615385 著 0.615385 富 0.538462 雷 0.538462 者 0.538462 黄 0.538462 描 0.538462 素 0.538462
免 勉 0.7 晩 0.666667 逸 0.636364 色 0.625 児 0.625 鬼 0.6 便 0.555556 負 0.555556 卑 0.555556 規 0.545455
城 茂 0.777778 攻 0.666667 成 0.666667 坊 0.666667 珠 0.6 坑 0.555556 赤 0.555556 共 0.555556 芳 0.555556 戒 0.555556
